자동차정비업체명,자동차정비업체종류,소재지도로명주소,소재지지번주소,위도,경도,사업등록일자,면적,영업상태,폐업일자,휴업시작일자,휴업종료일자,운영시작시각,운영종료시각,전화번호,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
광탄자동차공업사,02,경기도 파주시 광탄면 수레길 424,경기도 파주시 광탄면 분수리 460-12,37.7700674487,126.8496657691,2017-05-29,1218,01,,,,09:00,18:00,031-946-8278,경기도 파주시청,031-940-5781,2024-12-06,4060000,경기도 파주시
위너즈코리아,02,경기도 파주시 소라지로195번길 110,경기도 파주시 신촌동 308-2,37.7382951735,126.6888623472,2017-05-29,512,01,,,,09:00,18:00,031-942-6711,경기도 파주시청,031-940-5781,2024-12-06,4060000,경기도 파주시
쓰리케이스모터스(3KS MOTORS),02,경기도 파주시 하우3길 17,경기도 파주시 야당동 59-1,37.7182966615,126.7712162209,2017-06-22,739,01,,,,09:00,18:00,1666-9778,경기도 파주시청,031-940-5781,2024-12-06,4060000,경기도 파주시
칸 모터스,02,경기도 파주시 산남로 280,경기도 파주시 산남동 18,37.6996764739,126.7132393354,2019-10-01,633,01,,,,09:00,18:00,0507-1331-298,경기도 파주시청,031-940-5781,2024-12-06,4060000,경기도 파주시
스타트 모터스,02,경기도 파주시 조리읍 팔학골길 147-44,경기도 파주시 조리읍 봉일천리 62-296,37.7359403007,126.8353868783,2022-05-04,1155,01,,,,09:00,18:00,0507-1337-748,경기도 파주시청,031-940-5781,2024-12-06,4060000,경기도 파주시
광탄현대로얄공업사,02,경기도 파주시 광탄면 만장산로 128,경기도 파주시 광탄면 신산리 20-1,37.7865882552,126.8555256094,2008-07-17,1243,01,,,,09:00,18:00,031-949-6900,경기도 파주시청,031-940-5781,2024-12-06,4060000,경기도 파주시
에스앤에스컴퍼니,02,경기도 파주시 조리읍 능안로 27-24,경기도 파주시 조리읍 대원리 987,37.7409443856,126.8028140886,2014-02-18,1016,01,,,,09:00,18:00,031-949-1487,경기도 파주시청,031-940-5781,2024-12-06,4060000,경기도 파주시
와우모터스,02,경기도 파주시 교하로 515,경기도 파주시 동패동 579-17,37.7048336854,126.7213376430,2023-06-14,2198,01,,,,09:00,18:00,0507-1326-298,경기도 파주시청,031-940-5781,2024-12-06,4060000,경기도 파주시
그린월드공업사,02,경기도 파주시 법원읍 보광로 2009,경기도 파주시 법원읍 가야리 325-5,37.8499846263,126.8579817829,2010-05-04,1118,01,,,,09:00,18:00,031-958-9951,경기도 파주시청,031-940-5781,2024-12-06,4060000,경기도 파주시
성원자동차정비공업사,03,경기도 파주시 파주읍 술이홀로 183,경기도 파주시 파주읍 파주리 712-5,37.8241834325,126.8102887087,1997-08-22,187,01,,,,09:00,18:00,031-953-6869,경기도 파주시청,031-940-5781,2024-12-06,4060000,경기도 파주시
한양카서비스,03,경기도 파주시 금정6길 37,경기도 파주시 금촌동 770-10,37.7586404623,126.7779492914,1997-09-05,193,01,,,,09:00,18:00,031-942-8204,경기도 파주시청,031-940-5781,2024-12-06,4060000,경기도 파주시
만도프라자 금촌점,03,경기도 파주시 금정7길 51,경기도 파주시 금촌동 788-1,37.7563106482,126.7746221455,1997-09-10,200,01,,,,09:00,18:00,031-943-8455,경기도 파주시청,031-940-5781,2024-12-06,4060000,경기도 파주시
Bosch Car Service 제일오토샵,03,경기도 파주시 순못길 14-12,경기도 파주시 다율동 999-11,37.7273520038,126.7165034640,1997-09-18,239.5,01,,,,09:00,18:00,031-944-3999,경기도 파주시청,031-940-5781,2024-12-06,4060000,경기도 파주시
영태리자동차정비공업사,03,경기도 파주시 월롱면 한태말길 11,경기도 파주시 월롱면 영태리 578-14,37.7782883328,126.7892956540,1997-10-11,180,01,,,,09:00,18:00,031-944-5680,경기도 파주시청,031-940-5781,2024-12-06,4060000,경기도 파주시
문산캬브레다,03,경기도 파주시 문산읍 당동1로 25-12,경기도 파주시 문산읍 당동리 916-3,37.8617687186,126.7746044631,1997-10-14,104,01,,,,09:00,18:00,031-952-2371,경기도 파주시청,031-940-5781,2024-12-06,4060000,경기도 파주시
문산현대모터스,03,경기도 파주시 문산읍 문향로 112,경기도 파주시 문산읍 선유리 942,37.8610461535,126.7879401347,1997-11-18,651,01,,,,09:00,18:00,031-952-2637,경기도 파주시청,031-940-5781,2024-12-06,4060000,경기도 파주시
명석카서비스,03,경기도 파주시 시청로 95,경기도 파주시 아동동 228-5,37.7627589614,126.7818137392,2008-10-06,684,01,,,,09:00,18:00,031-943-5477,경기도 파주시청,031-940-5781,2024-12-06,4060000,경기도 파주시
광탄삼거리자동차정비공업사,03,경기도 파주시 광탄면 외화산길 16,경기도 파주시 광탄면 신산리 575-7,37.7828759670,126.8438296928,1998-01-12,198,01,,,,09:00,18:00,031-947-0495,경기도 파주시청,031-940-5781,2024-12-06,4060000,경기도 파주시
EJmotors,03,경기도 파주시 교하로 753,경기도 파주시 서패동 66-1,37.7148847807,126.7002701287,1998-01-12,95,01,,,,09:00,18:00,031-915-1349,경기도 파주시청,031-940-5781,2024-12-06,4060000,경기도 파주시
월드자동차공업사,03,경기도 파주시 조리읍 홀작로 208,경기도 파주시 조리읍 오산리 21,37.7813086101,126.8361027278,1998-01-12,168,01,,,,09:00,18:00,031-943-5195,경기도 파주시청,031-940-5781,2024-12-06,4060000,경기도 파주시
희망MOTORS,03,경기도 파주시 월롱산로 94,경기도 파주시 야동동 276-15,37.7834463744,126.7621453286,1998-01-12,170,01,,,,09:00,18:00,031-944-5720,경기도 파주시청,031-940-5781,2024-12-06,4060000,경기도 파주시
엔진마을 타이밍벨트 엔진트러블 커먼레일 전문점,03,경기도 파주시 통일로 572,경기도 파주시 아동동 62-16,37.7613432805,126.7958968741,1998-01-16,126,01,,,,09:00,18:00,031-941-0130,경기도 파주시청,031-940-5781,2024-12-06,4060000,경기도 파주시
LG부분정비공업사,03,경기도 파주시 월롱면 엘지로157번길 5,경기도 파주시 월롱면 덕은리 443,37.8095530701,126.7814321943,1998-01-16,340,01,,,,09:00,18:00,031-941-5459,경기도 파주시청,031-940-5781,2024-12-06,4060000,경기도 파주시
천현카센타(TTS 파주법원점),03,경기도 파주시 법원읍 술이홀로 788,경기도 파주시 법원읍 대능리 235-3,37.8456416236,126.8646697835,1998-05-04,700,01,,,,09:00,18:00,031-959-4541,경기도 파주시청,031-940-5781,2024-12-06,4060000,경기도 파주시
사동중앙점현대자동차,03,,경기도 안산시 상록구 사동 1275-10,37.29601242,126.8429629,1998-12-21,275,01,,,,,,,경기도 안산시청,031-481-2951,2023-12-19,3930000,경기도 안산시
스피드메이트 와동점,03,,경기도 안산시 단원구 와동 819-17,37.33803394,126.8186098,1998-12-21,93,01,,,,,,,경기도 안산시청,031-481-2951,2023-12-19,3930000,경기도 안산시
오토월드 자동차정비,03,,경기도 안산시 단원구 고잔동 645-22,37.3293743,126.8410915,1998-12-21,85,01,,,,,,,경기도 안산시청,031-481-2951,2023-12-19,3930000,경기도 안산시
신현대상사,03,,경기도 안산시 단원구 와동 845-15,37.33173626,126.8179521,1998-12-31,134.5,01,,,,,,,경기도 안산시청,031-481-2951,2023-12-19,3930000,경기도 안산시
안산센타,03,,경기도 안산시 상록구 팔곡이동 474-4,37.2931975,126.883523,1999-01-12,207,01,,,,,,,경기도 안산시청,031-481-2951,2023-12-19,3930000,경기도 안산시
우정카서비스,03,,경기도 안산시 단원구 원곡동 994,37.32644483,126.7864018,1999-01-12,87,01,,,,,,,경기도 안산시청,031-481-2951,2023-12-19,3930000,경기도 안산시
유통카서비스,03,,경기도 안산시 단원구 원곡동 994,37.32644483,126.7864018,1999-01-12,72,01,,,,,,,경기도 안산시청,031-481-2951,2023-12-19,3930000,경기도 안산시
조은카센타,03,,경기도 안산시 단원구 원곡동 994,37.32644483,126.7864018,1999-01-12,75,01,,,,,,,경기도 안산시청,031-481-2951,2023-12-19,3930000,경기도 안산시
한국오토,03,,경기도 안산시 상록구 본오동 854-15,37.29037468,126.8667304,1999-01-12,252,01,,,,,,,경기도 안산시청,031-481-2951,2023-12-19,3930000,경기도 안산시
고속자동차정비공업사,03,,경기도 안산시 단원구 선부동 993-9,37.33740368,126.8045795,1999-01-20,115.5,01,,,,,,,경기도 안산시청,031-481-2951,2023-12-19,3930000,경기도 안산시
반월ENG,03,,경기도 안산시 단원구 원시동 773-8,37.31634697,126.7967908,1999-01-20,78,01,,,,,,,경기도 안산시청,031-481-2951,2023-12-19,3930000,경기도 안산시
스피드메이트안산점,03,경기도 안산시 단원구 신길로 14-16,,37.33203987,126.7881079,1999-01-20,147.18,01,,,,,,,경기도 안산시청,031-481-2951,2023-12-19,3930000,경기도 안산시
미래카오토샵,03,,경기도 안산시 상록구 사동 1187-4,37.30231104,126.849569,1999-01-26,77,01,,,,,,,경기도 안산시청,031-481-2951,2023-12-19,3930000,경기도 안산시
서부공단카센타,03,,경기도 안산시 단원구 원시동 777-6,37.31299166,126.7970784,1999-01-26,81,01,,,,,,,경기도 안산시청,031-481-2951,2023-12-19,3930000,경기도 안산시
유성카센타,03,,경기도 안산시 단원구 원곡동 786-16,37.33041891,126.7894621,1999-01-26,1011,01,,,,,,,경기도 안산시청,031-481-2951,2023-12-19,3930000,경기도 안산시
경수카서비스,03,,경기도 안산시 상록구 일동 600-7,37.31258693,126.8642853,1999-02-02,127.72,01,,,,,,,경기도 안산시청,031-481-2951,2023-12-19,3930000,경기도 안산시
서울카공업사,03,,경기도 안산시 단원구 선부동 1060-7,37.34013703,126.8079319,1999-02-02,90,01,,,,,,,경기도 안산시청,031-481-2951,2023-12-19,3930000,경기도 안산시
생명카,03,"경기도 안산시 단원구 화정로 85, 101호",,37.33219249,126.8215814,1999-02-05,213.62,01,,,,,,,경기도 안산시청,031-481-2951,2023-12-19,3930000,경기도 안산시
선호자동차공업사,03,,경기도 안산시 단원구 와동 789-1,37.34789601,126.8194012,1999-02-19,80,01,,,,,,,경기도 안산시청,031-481-2951,2023-12-19,3930000,경기도 안산시
성한카서비스,03,,경기도 안산시 단원구 와동 801-17,37.34414436,126.8187845,1999-02-19,74,01,,,,,,,경기도 안산시청,031-481-2951,2023-12-19,3930000,경기도 안산시
일호카센타,03,,경기도 안산시 단원구 와동 806-16,37.3434233,126.8188682,1999-02-19,71,01,,,,,,,경기도 안산시청,031-481-2951,2023-12-19,3930000,경기도 안산시
휴먼정비,03,,경기도 안산시 상록구 본오동 830-9,37.29234945,126.8722577,1999-02-19,71,01,,,,,,,경기도 안산시청,031-481-2951,2023-12-19,3930000,경기도 안산시
대진카서비스,03,,경기도 안산시 상록구 건건동 553-2,37.30896991,126.9037136,1999-02-27,95,01,,,,,,,경기도 안산시청,031-481-2951,2023-12-19,3930000,경기도 안산시
현대기아자동차,03,,경기도 안산시 상록구 본오동 914-4,37.28965264,126.8660626,1999-02-27,82.6,01,,,,,,,경기도 안산시청,031-481-2951,2023-12-19,3930000,경기도 안산시
고수카센타,03,,경기도 안산시 상록구 사동 1355-2,37.29221701,126.8431213,1999-03-09,70,01,,,,,,,경기도 안산시청,031-481-2951,2023-12-19,3930000,경기도 안산시
금강자동차,03,,경기도 안산시 상록구 부곡동 730-1 (안산공고로 23),37.33382033,126.8599808,1999-03-09,90,01,,,,,,,경기도 안산시청,031-481-2951,2023-12-19,3930000,경기도 안산시
천마카센터,03,,경기도 안산시 상록구 이동 629-1,37.313121,126.8429613,1999-03-09,128.54,01,,,,,,,경기도 안산시청,031-481-2951,2023-12-19,3930000,경기도 안산시
협성카인테리어,03,,경기도 안산시 상록구 월피동 463-9,37.3339234,126.8536434,1999-03-09,71.9,01,,,,,,,경기도 안산시청,031-481-2951,2023-12-19,3930000,경기도 안산시
동아카서비스,03,,경기도 안산시 단원구 원곡동 810-8,37.32702282,126.7932858,1999-03-15,79,01,,,,,,,경기도 안산시청,031-481-2951,2023-12-19,3930000,경기도 안산시
만복카모터스,03,경기도 안산시 상록구 오목로 66-1(본오동),,37.29004962,126.8653327,1999-03-15,146.88,01,,,,,,,경기도 안산시청,031-481-2951,2023-12-19,3930000,경기도 안산시
신양카센타,03,경기도 안산시 상록구 월피로 84(월피동),,37.33563174,126.8527581,1999-03-15,65,01,,,,,,,경기도 안산시청,031-481-2951,2023-12-19,3930000,경기도 안산시
대성자동차공업사,03,,경기도 안산시 단원구 와동 709-9,37.33721322,126.828911,1998-11-14,87,01,,,,,,,경기도 안산시청,031-481-2951,2023-12-19,3930000,경기도 안산시
대진자동차경정비,03,,경기도 안산시 단원구 원곡동 781-14,37.33322738,126.7914245,1998-11-14,122.58,01,,,,,,,경기도 안산시청,031-481-2951,2023-12-19,3930000,경기도 안산시
성민카센타,03,경기도 안산시 상록구 각골로 21(본오동),,37.29136989,126.8722236,1998-11-14,95.04,01,,,,,,,경기도 안산시청,031-481-2951,2023-12-19,3930000,경기도 안산시
성보자동차정비,03,,경기도 안산시 단원구 와동 758-12,37.34039188,126.8219539,1998-11-14,92,01,,,,,,,경기도 안산시청,031-481-2951,2023-12-19,3930000,경기도 안산시
쌍용자동차서비스프라자안산점,03,경기도 안산시 상록구 항가울로 89 (사동),,37.28928901,126.8444925,1998-11-14,176.8,01,,,,,,,경기도 안산시청,031-481-2951,2023-12-19,3930000,경기도 안산시
오토클럽,03,,경기도 안산시 상록구 부곡동 681 (성호로 286),37.32856479,126.8591373,1998-11-14,184.94,01,,,,,,,경기도 안산시청,031-481-2951,2023-12-19,3930000,경기도 안산시
고잔자동차정비,03,,"경기도 안산시 단원구 고잔동 727-1, 102호,103호",37.31360111,126.8326678,1998-11-25,164,01,,,,,,,경기도 안산시청,031-481-2951,2023-12-19,3930000,경기도 안산시
금호카,03,,경기도 안산시 단원구 원곡동 994-5,37.32541304,126.7865909,1998-11-25,72,01,,,,,,,경기도 안산시청,031-481-2951,2023-12-19,3930000,경기도 안산시
무진장3급부분공업사,03,,경기도 안산시 단원구 와동 793-9,37.34700501,126.8214917,1998-11-25,73,01,,,,,,,경기도 안산시청,031-481-2951,2023-12-19,3930000,경기도 안산시
승호카공업사,03,,경기도 안산시 단원구 원곡동 810,37.32794612,126.7939665,1998-11-25,71,01,,,,,,,경기도 안산시청,031-481-2951,2023-12-19,3930000,경기도 안산시
시화카정비,03,,경기도 안산시 단원구 선부동 984,37.33965456,126.7929901,1998-11-25,141,01,,,,,,,경기도 안산시청,031-481-2951,2023-12-19,3930000,경기도 안산시
애니카랜드 선부점,03,,경기도 안산시 단원구 선부동 1033-18,37.34163743,126.806494,1998-11-25,139,01,,,,,,,경기도 안산시청,031-481-2951,2023-12-19,3930000,경기도 안산시
영카,03,경기도 안산시 단원구 와동공원로 98(와동),,37.34024194,126.8219442,1998-11-25,77.1,01,,,,,,,경기도 안산시청,031-481-2951,2023-12-19,3930000,경기도 안산시
원일자동차공업사,03,,경기도 안산시 상록구 월피동 434-17,37.33331553,126.8536118,1998-11-25,91,01,,,,,,,경기도 안산시청,031-481-2951,2023-12-19,3930000,경기도 안산시
한승자동차정비센타,03,,경기도 안산시 상록구 일동 653-1,37.30702398,126.8668503,1998-11-25,97.65,01,,,,,,,경기도 안산시청,031-481-2951,2023-12-19,3930000,경기도 안산시
한일오토,03,,경기도 안산시 단원구 선부동 1033-13,37.34175506,126.8071897,1998-11-25,232.2,01,,,,,,,경기도 안산시청,031-481-2951,2023-12-19,3930000,경기도 안산시
닥터카서비스,03,경기도 안산시 단원구 석수로 85 (선부동),,37.34398189,126.8070957,1998-11-30,148.35,01,,,,,,,경기도 안산시청,031-481-2951,2023-12-19,3930000,경기도 안산시
도원카부분공업사,03,,경기도 안산시 단원구 와동 98-7,37.34147771,126.8268722,1998-11-30,196,01,,,,,,,경기도 안산시청,031-481-2951,2023-12-19,3930000,경기도 안산시
스피드정비,03,"경기도 안산시 단원구 선이로 6, 일신건영상가 112호(선부동)",,37.34180786,126.8042222,1998-11-30,95.94,01,,,,,,,경기도 안산시청,031-481-2951,2023-12-19,3930000,경기도 안산시
영성자동차정비공업사,03,,경기도 안산시 상록구 사동 1485-4,37.28139587,126.8484896,1998-11-30,140,01,,,,,,,경기도 안산시청,031-481-2951,2023-12-19,3930000,경기도 안산시
대한카서비스,03,,경기도 안산시 상록구 팔곡이동 442-10,37.29383432,126.8847723,1998-12-03,76,01,,,,,,,경기도 안산시청,031-481-2951,2023-12-19,3930000,경기도 안산시
매화자동차정비,03,,경기도 안산시 상록구 이동 552,37.30724833,126.8654886,1998-12-03,72,01,,,,,,,경기도 안산시청,031-481-2951,2023-12-19,3930000,경기도 안산시
