차종,연비,이미지
2021 그랜저 하이브리드,15.2~16.2km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20210511_23%2Fauto_16206983521806L2UY_PNG%2F20210511105728_gpf0Yh4X.png
2025 K8,7.8~12km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20240809_5%2Fauto_1723183289030q5Et7_PNG%2F20240809150112_p9rJL9eG.png
2020 혼다 스탭왜건 스파다 e...,20km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20200110_190%2Fauto_1578630151610v8FSi_PNG%2F20200110132217_7Zj0qO7y.png
2014 BMW 1시리즈,18.5~18.7km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170529_149%2Fauto_14960489245245xePc_PNG%2F48649_2014_BMW_1_5.png
2020 대창모터스 다니고 밴,정보없음,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20201119_76%2Fauto_1605748688758oPyiW_PNG%2F20201119101755_UjHgRgrt.png
2022 푸조 308,17.2km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20210319_272%2Fauto_1616117857736pSsGN_PNG%2F20210319103723_ehfo8Qn0.png
2017 G70,8.6~15.2km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20200123_280%2Fauto_1579752707967yR47L_PNG%2F20200123131145_mtVMs9pW.png
2018 G70,8.6~15.2km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20230629_112%2Fauto_16880115591140B8Sq_PNG%2F20230629130434_6flx7yHK.png
2018 다치아 더스터 픽업,4.9ℓ/100km,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20201022_224%2Fauto_1603335887432LEn0w_PNG%2F20201022120436_5Ok7UaUE.png
2021 미쓰비시 아웃랜더,정보없음,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20210217_239%2Fauto_1613537043968iS6My_PNG%2F20210217134350_63MPZ2Il.png
2022 르노 마스터,10.5~11km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20221116_220%2Fauto_1668581237695lKiuL_PNG%2F20221116154705_C17pMw9G.png
2024 르노 마스터,10.5~11km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20240513_2%2Fauto_1715562079921BGCMR_PNG%2F20240513100108_705twXix.png
2014 알페온 eAssist,12.1km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170529_28%2Fauto_1496048919094WBg77_PNG%2F51349_2014__eAssist.png
2007 메르세데스-벤츠 마이비,13.3km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170620_108%2Fauto_1497939406849HJRii_PNG%2F11977_2007__.png
2009 닛산 알티마,9.7~11.6km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170530_203%2Fauto_1496110341875EU4p2_PNG%2F10812_2009__.png
2010 미쓰비시 아웃랜더,9.5~10.7km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170530_134%2Fauto_14961107704708OQ5V_PNG%2F13753_2010__.png
2013 볼보 V40,10.4~15.4km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170529_245%2Fauto_1496048315735ocSGt_PNG%2F18626_2013__V40.png
2013 혼다 시빅 하이브리드,18.9km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170529_143%2Fauto_1496048334632Xu3HE_PNG%2F29430_2013___.png
2016 시트로엥 C4 피카소,15km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170523_184%2Fauto_1495544640342kOB5x_PNG%2F61771_2016--C4-.png
2019 BMW 1시리즈,15.3km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20171214_142%2Fauto_1513230679765LW2Kk_PNG%2F20171214145054_CczaOcZr.png
2020 혼다 어코드,10.8~13.9km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20200319_40%2Fauto_1584584451903THzO3_PNG%2F20200319112041_mjc64gBc.png
2019 닛산 센트라 니스모,27mpg,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20210726_176%2Fauto_1627271246294ILPIP_PNG%2F20210726124703_I1zZ5x3F.png
2013 포드 퓨전,10.3~10.8km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170529_271%2Fauto_1496048418144YeYMU_PNG%2F18383_2013__.png
2021 렉스턴,11.1~11.6km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20201019_225%2Fauto_1603069916472bbqQ1_PNG%2F20201019101152_8zRm0bK1.png
2021 K8 하이브리드,17.1~18km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20210504_220%2Fauto_1620090856484XM1A1_PNG%2F20210504101403_8hi6sluM.png
2018 스바루 아웃백,정보없음,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20180207_66%2Fauto_15179845465211Lj4j_PNG%2F20180207152215_VyfgL15V.png
2023 쉐보레 몬타나,정보없음,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20221206_52%2Fauto_1670302944227Rl610_PNG%2F20221206140214_Y8dNUgbm.png
2009 푸조 207 쿠페,12.5km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170530_132%2Fauto_1496110349564P9oP5_PNG%2F10487_2009__207_.png
2007 푸조 207 쿠페,12km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170620_141%2Fauto_1497939460206GbdBe_PNG%2F11599_2007__207_.png
2019 SM3 Z.E.,4.5km/kWh,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20190218_255%2Fauto_1550465204677eiu5U_PNG%2F20190218133933_CcgnUWdH.png
2022 푸조 2008,17.1km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20220718_237%2Fauto_1658110972689LW2dQ_PNG%2F20220718112241_SqMBtLk5.png
2019 G70,8.6~15.2km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20200123_63%2Fauto_15797527157022a2CC_PNG%2F20200123131153_h2H1S701.png
2022 렉스턴,11.1~11.6km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20210803_72%2Fauto_1627954050678K6soY_PNG%2F20210803102717_PZl7FEan.png
2023 렉스턴,10.6~11.1km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20230102_260%2Fauto_1672636791219pGkDk_PNG%2F20230102141939_3TO8Adyk.png
2015 메르세데스-벤츠 A클래...,19.3km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20200209_2%2Fauto_1581253724790RRNwK_PNG%2F20200209220842_G14USMqz.png
2020 포드 이스케이프,정보없음,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20190412_144%2Fauto_1555050348117E5rbH_PNG%2F20190412152324_UJYuqtew.png
2025 그랜저,7.8~11.7km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20240605_35%2Fauto_1717560153564QkgGC_PNG%2F20240605130224_Nciw6nAW.png
2019 폭스바겐 제타 GLI,정보없음,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20190212_58%2Fauto_1549937020190q86YU_PNG%2F20190212110317_1EY6Cld6.png
2007 포드 엣지,11.2~11.8ℓ/100km,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20200527_289%2Fauto_1590543920314J5J2h_PNG%2F20200527104445_CCVDQduu.png
2009 볼보 V50,10.3km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20180622_140%2Fauto_1529647422708e0yHa_PNG%2F20180622150316_a5uqwikO.png
2015 베라크루즈,10.7~11.2km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20200109_276%2Fauto_1578553195226dx6zp_PNG%2F20200109155953_zJilwq8A.png
1998 메르세데스-벤츠 A클래...,4.9~8.2ℓ/100km,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20191120_53%2Fauto_1574213242555EvzFg_PNG%2F20191120102701_SNlpMH5w.png
2020 프로씨드,6.8~8.4ℓ/100km,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20200120_24%2Fauto_1579490274651cy10T_PNG%2F20200120121743_L4OdBl1l.png
2016 푸조 3008,14.4km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170523_173%2Fauto_1495544649431NwV5i_PNG%2F61417_2016__3008.png
2012 시트로엥 DS 4,17.6km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20190109_22%2Fauto_15470212364624cTil_PNG%2F20190109170607_aBBtmgb2.png
2014 시트로엥 DS 4,14.3~17.6km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20190109_126%2Fauto_1547022586004pvaEo_PNG%2F20190109172928_c4megbhm.png
2017 르노 메간 GT,6ℓ/100km,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20180124_180%2Fauto_1516761045063DWnzj_PNG%2F20180124113041_qKrjXQif.png
2014 인피니티 G,9.7km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170529_247%2Fauto_1496049024350laCDM_PNG%2F51259_2014__G25.png
2016 메르세데스-벤츠 A클래...,12.3km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20200209_225%2Fauto_1581253529622AxFAp_PNG%2F20200209220527_xYRv0mnU.png
2012 미니 쿠페,15.2km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170821_286%2Fauto_1503318007374clgvg_PNG%2F20170821212005_nGcEieiM.png
2013 미니 쿠페,12.7km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170821_148%2Fauto_1503317991824X7Npo_PNG%2F20170821211950_oJEwx47c.png
2019 혼다 CR-V,12.3~12.8km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20190118_278%2Fauto_1547786749885x03cn_PNG%2F20190118134546_BB98MRtz.png
2019 토요타 캠리 하이브리드,16.7~17.5km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20190131_57%2Fauto_1548911536885UVkGF_PNG%2F20190131141127_hvGRkL0w.png
2019 혼다 어코드,10.8~13.9km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20190115_125%2Fauto_1547525083817Hxf0p_PNG%2F20190115130434_pvhy1yhO.png
2021 혼다 어코드,13.9km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20210112_179%2Fauto_1610434431636baUaI_PNG%2F20210112155334_suMYxVHI.png
2025 미니 해치백 C,12.5km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20240911_252%2Fauto_1726026223690IPeP1_PNG%2F20240911124336_38TLIZPj.png
2012 홀덴 코모도어 스포츠 ...,정보없음,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170529_277%2Fauto_1496048041110t1VNc_PNG%2F19147_2012____.png
2023 그랜저,7.8~11.7km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20221114_207%2Fauto_16683901800444VCjn_PNG%2F20221114104257_3NfBtev5.png
2006 볼보 V50,9.5km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170620_47%2Fauto_14979394354456sgNF_PNG%2F12624_2006__V50.png
2007 볼보 V50,9.5km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20180622_180%2Fauto_1529645866224A7dwc_PNG%2F20180622143713_zsGR0pxk.png
2015 홀덴 카스카다,정보없음,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20171122_174%2Fauto_1511328929756M0Fda_PNG%2F20171122143516_LMwTteIZ.png
2003 포드 이스케이프,9.1km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170620_86%2Fauto_1497940113640zloEY_PNG%2F13139_2003__.png
2011 스바루 포레스터,10.6km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170529_205%2Fauto_1496047863202byoKE_PNG%2F15021_2011__.png
2013 미니 클럽맨 D,16.1km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170821_250%2Fauto_1503313306402aigJY_PNG%2F20170821200144_M7GYKZ6F.png
2025 타스만,7.7~8.6km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20250213_172%2Fauto_1739407540523R8Lul_PNG%2F20250213094523_JqWwn7Nn.png
2020 르노 메간,5.6ℓ/100km,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20201029_121%2Fauto_1603934906872oXMjo_PNG%2F20201029102811_26oHWWn4.png
2017 스마트 포투 카브리오 ...,4.6ℓ/100km,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170523_237%2Fauto_14955427806994QOIc_PNG%2F63439_2017____.png
2017 스바루 BRZ,정보없음,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170523_96%2Fauto_1495542421251RWAUw_PNG%2F66781_2017--BRZ.png
2025 그랑 콜레오스 하이브리...,15~15.7km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20240718_182%2Fauto_1721268613529xF9Du_PNG%2F20240718111012_tZkLPdAV.png
2022 토요타 캠리 하이브리드,17.1~18.5km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20210518_8%2Fauto_1621306811159Xozi8_PNG%2F20210518120000_wO18W6C0.png
2014 르노 캉구,정보없음,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20191024_19%2Fauto_1571889301438UVpdU_PNG%2F20191024125438_JxEQQphw.png
2015 포드 퓨전,10.3km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170526_113%2Fauto_149579818332477haD_PNG%2F58253_2015__.png
2023 K8 하이브리드,17.1~18km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20220502_45%2Fauto_16514546452074N6FJ_PNG%2F20220502102353_m28dF6l3.png
2023 토요타 캠리,12.3km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20230126_23%2Fauto_1674702560371CXMiL_PNG%2F20230126120910_pYoYSWYF.png
2013 인피니티 G,9.7km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170529_18%2Fauto_1496048652484R0ipj_PNG%2F33105_2013__G25.png
2013 복스홀 안타라,8~8.8ℓ/100km,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170529_283%2Fauto_1496048629353wNWpd_PNG%2F33200_2013__.png
2020 토요타 타코마,정보없음,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20200206_243%2Fauto_1580975354484hjH1W_PNG%2F20200206164904_RipvjiGY.png
2010 혼다 시빅 하이브리드,23km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170530_13%2Fauto_1496110847504SSWj7_PNG%2F10061_2010___.png
2016 푸조 508,13~14.5km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170523_220%2Fauto_1495544636310M5q6L_PNG%2F61147_2016__508.png
2018 볼보 V40 크로스 컨트리,15.1km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20190528_139%2Fauto_1559023831935dERL7_PNG%2F20190528151015_ibGWNW1i.png
2016 DS 4,정보없음,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20190109_226%2Fauto_1547022841941AukTl_PNG%2F20190109173328_4PBkOZfw.png
2024 K8 하이브리드,17.1~18km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20231010_179%2Fauto_1696904725380zmGWV_PNG%2F20231010112522_3SkbsGH3.png
2019 투싼,정보없음,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20200420_274%2Fauto_15873422422770nGqO_PNG%2F20200420092348_dMDY6RFz.png
2013 푸조 3008,14.1~18.1km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170529_292%2Fauto_1496048350804y3EKy_PNG%2F19118_2013__3008.png
